------Emission Probability------
DT RBR 0.00148200841781
PRP$ NNS 0.152341244387
RP -RRB- 0.00248447204969
RB UH 0.000919117647059
-LRB- -RRB- 0.00488758553275
<s> PDT 0.00119113793377
CD PDT 0.000494315373208
-LRB- UH 0.00782013685239
VBD NFP 0.000550155877499
SYM NNS 0.0194174757282
SYM NNP 0.0194174757282
RBS DT 0.041095890411
RP RP 0.00248447204969
VBN NFP 0.000996015936255
PRP POS 0.000326717307849
, PDT 0.00086345133835
VBZ VBP 0.000432152117545
CC RB 0.0828148148148
VB RBS 0.00031492756666
VB RBR 0.00377913079992
VBZ VBZ 0.00194468452895
VBZ VBD 0.000432152117545
WDT JJS 0.00300601202405
VBZ VBG 0.0412705272256
VBZ VBN 0.0987467588591
FW FW 0.104895104895
EX IN 0.00488997555012
NNPS NNS 0.0127737226277
NNPS NNP 0.0583941605839
VBP WP 0.00313421828909
FW -RRB- 0.048951048951
NNS MD 0.0221567472009
NNP PRP$ 0.000320025602048
RBR WRB 0.00920245398773
VBP EX 0.00239675516224
MD IN 0.00299043062201
VBZ NNS 0.00669835782195
NNPS IN 0.124087591241
CD <e> 0.0234799802274
JJ EX 0.000257687682529
VBD VB 0.00513478818999
. , 0.000482299604514
RP VBD 0.00248447204969
RP VBG 0.0223602484472
VBD '' 0.00146708234
<s> NNP 0.115619788772
<s> NNS 0.0154053839435
RP VBP 0.00248447204969
. : 0.000192919841806
$ CC 0.00649350649351
$ CD 0.814935064935
RP VBZ 0.00372670807453
VB ADD 0.000209951711106
GW NNP 0.00581395348837
-LRB- WP$ 0.0019550342131
-RRB- NFP 0.00378429517502
VBN NNPS 0.00124501992032
VBG <e> 0.000887573964497
SYM JJR 0.00970873786408
WDT NNP 0.0370741482966
JJS , 0.0415704387991
VB '' 0.0015746378333
JJ WP 0.000858958941763
-RRB- UH 0.00189214758751
JJR HYPH 0.00361663652803
TO GW 0.000599520383693
NNP WDT 0.00248019841587
: FW 0.00218340611354
CD NNP 0.0388037567968
CC CD 0.0134814814815
VBZ IN 0.093128781331
VBN RP 0.0251494023904
GW WRB 0.00872093023256
VBG RBR 0.00147928994083
: WRB 0.00764192139738
VBN RB 0.0620019920319
`` JJ 0.115874855156
CC MD 0.0186666666667
VBG IN 0.201183431953
VBN NN 0.0871513944223
POS NNP 0.0871934604905
POS NNS 0.108991825613
WP TO 0.0148148148148
JJ NNPS 0.00274866861364
GW PRP 0.0116279069767
JJ WDT 0.000858958941763
FW UH 0.013986013986
CC RBS 0.00133333333333
CC RBR 0.00266666666667
SYM WRB 0.00970873786408
CC NFP 0.000444444444444
UH UH 0.0257104194858
UH NNS 0.00947225981055
NNP HYPH 0.0136810944876
IN VBP 0.000192566917004
NNPS FW 0.0036496350365
IN VBZ 0.000962834585018
-RRB- NNPS 0.00189214758751
IN VBG 0.0310995570961
IN VBD 0.000625842480262
IN VBN 0.00389948006932
VBP DT 0.129240412979
MD NN 0.00448564593301
`` WP 0.00811123986095
JJ DT 0.00446658649717
, NN 0.0537806833601
NNPS NNPS 0.0036496350365
LS PRP 0.0119760479042
NN PDT 0.000111267710111
-LRB- TO 0.0019550342131
: $ 0.00655021834061
EX TO 0.00488997555012
JJ VB 0.00137433430682
CC HYPH 0.00103703703704
NNS -RRB- 0.00966411314084
DT HYPH 0.000592803367123
FW VBG 0.013986013986
-RRB- TO 0.0132450331126
FW VBP 0.027972027972
MD -RRB- 0.000598086124402
VBD WRB 0.00275077938749
-LRB- NFP 0.0019550342131
'' NFP 0.00359281437126
CC -LRB- 0.00118518518519
NN HYPH 0.00693568726356
VB JJ 0.0605710686542
TO VB 0.958333333333
VBD PDT 0.0012836970475
VBP VB 0.00884955752212
IN TO 0.000673984209513
NN NFP 0.00118685557451
JJS EX 0.00461893764434
NNS JJ 0.0135533294048
`` EX 0.0150637311703
FW , 0.104895104895
FW . 0.237762237762
CC LS 0.000740740740741
VB -RRB- 0.00167961368885
NNP NN 0.0607248579886
<s> NNPS 0.000952910347018
JJ RBR 0.00068716715341
FW : 0.020979020979
VBP : 0.00184365781711
CD VBZ 0.00766188828473
-RRB- JJ 0.0113528855251
CD VBP 0.00247157686604
CD VBN 0.00247157686604
WDT CC 0.00200400801603
VBP , 0.017883480826
WDT CD 0.00300601202405
VBP . 0.015302359882
CD VBG 0.00197726149283
DT NN 0.489122058213
VBP $ 0.00110619469027
`` VBZ 0.00695249130939
PRP AFX 0.000163358653925
VBG -RRB- 0.000591715976331
<s> LS 0.00674978162471
POS RBS 0.00544959128065
POS PRP 0.00272479564033
VB NNPS 0.00031492756666
NNS NNP 0.00447849145551
NNS NNS 0.003889216264
: WP 0.00327510917031
. VB 0.000771679367223
VBD MD 0.001100311755
. <e> 0.956496575673
IN WRB 0.00336992104756
RB AFX 0.000275735294118
CD MD 0.00370736529906
-RRB- DT 0.0141911069063
UH NNP 0.0243572395129
HYPH JJS 0.00280112044818
$ SYM 0.00974025974026
RBR VB 0.0276073619632
GW NN 0.139534883721
NN CC 0.0637563978933
WRB -LRB- 0.00217627856366
WP CC 0.00246913580247
UH RB 0.0365358592693
RBR . 0.0858895705521
RBR , 0.0613496932515
-LRB- EX 0.00488758553275
NNP NNS 0.0169613569086
NNP NNP 0.259620769662
CD PRP 0.00444883835887
. '' 0.0161088067908
: EX 0.00218340611354
RB PDT 0.000919117647059
. DT 0.000964599209029
NN JJS 0.000111267710111
NN JJR 0.00111267710111
UH DT 0.020297699594
NFP -LRB- 0.00515463917526
CD -LRB- 0.0150766188828
POS RB 0.0136239782016
PRP NNPS 0.000163358653925
WRB VB 0.00435255712731
-LRB- WP 0.0058651026393
JJS -LRB- 0.00692840646651
MD VBN 0.0011961722488
RB <e> 0.003125
MD PRP 0.0466507177033
MD VBG 0.000598086124402
VBN MD 0.0027390438247
NNP RB 0.0152812224978
CD `` 0.00123578843302
`` WRB 0.00463499420626
CC NNP 0.0771851851852
CC NNS 0.049037037037
NNP RP 0.000160012801024
WP UH 0.00246913580247
UH NN 0.0162381596752
UH <e> 0.0243572395129
RBR DT 0.0337423312883
WRB . 0.0108813928183
WRB , 0.00652883569097
-RRB- EX 0.00189214758751
PRP JJ 0.00767785673446
RB -LRB- 0.00257352941176
WRB : 0.0119695321001
JJR DT 0.0198915009042
IN UH 0.000481417292509
CD SYM 0.0244686109738
PRP$ VBN 0.00641436818473
NN '' 0.00752911505081
PRP$ VBG 0.00481077613855
`` VBP 0.00579374275782
LS <e> 0.0299401197605
NFP VB 0.0103092783505
`` VBG 0.0220162224797
WDT PDT 0.00200400801603
RBR PRP 0.021472392638
`` VBD 0.0162224797219
'' NN 0.0838323353293
RB NNPS 0.000367647058824
RB NN 0.0106617647059
ADD NFP 0.00877192982456
IN CD 0.0359618717504
WP$ JJ 0.0307692307692
VBP GW 0.000553097345133
JJ GW 0.000343583576705
JJS NFP 0.00461893764434
HYPH NNP 0.194677871148
HYPH NNS 0.0322128851541
, -RRB- 0.000986801529542
AFX -RRB- 0.102040816327
NNS -LRB- 0.0109605185622
IN CC 0.00327363758906
VBN TO 0.0445717131474
<s> MD 0.0100849678393
. UH 0.000289379762709
VB AFX 0.000209951711106
: VB 0.0109170305677
HYPH IN 0.0280112044818
ADD CC 0.0116959064327
, CC 0.153941038609
PRP $ 0.000816793269623
NFP ADD 0.00773195876289
CD PRP$ 0.000494315373208
PRP . 0.0431266846361
: `` 0.0382096069869
PRP , 0.0171526586621
PRP : 0.000735113942661
JJ IN 0.0936265246521
VBP -RRB- 0.000921828908555
JJ PRP$ 0.00137433430682
DT MD 0.00497954828383
, NNP 0.0946095966449
, NNS 0.0244233378562
. CC 0.000289379762709
: DT 0.0447598253275
VBN ADD 0.000498007968127
UH EX 0.00405953991881
IN : 0.00168496052378
CC FW 0.000296296296296
IN $ 0.0027440785673
IN , 0.00202195262854
IN . 0.00447718082034
NN WRB 0.00411690527409
CC WRB 0.00607407407407
NNS VBD 0.0312315851503
NNS VBG 0.0163818503241
`` . 0.00347624565469
NNPS <e> 0.036496350365
NNS VBP 0.0715380082499
NNP CC 0.0587246979758
NNP CD 0.0319225538043
NNS VBZ 0.00707130229817
-LRB- PRP$ 0.00782013685239
CD NN 0.19723183391
`` DT 0.0926998841251
NFP JJ 0.0231958762887
NNP PRP 0.00352028162253
, $ 0.00086345133835
VBG GW 0.000591715976331
, . 0.00086345133835
: NNS 0.0229257641921
: NNP 0.118995633188
NNP RBR 0.000240019201536
NNS WP 0.0106069534473
HYPH WRB 0.00280112044818
DT IN 0.0152350465351
NNP UH 0.000320025602048
PDT PRP$ 0.0977777777778
CC WP 0.00474074074074
RBR CC 0.0337423312883
. VBZ 0.000385839683611
VB , 0.0160613058996
VB . 0.036426621877
NNS SYM 0.000707130229817
VB $ 0.000524879277766
. VBP 0.000289379762709
FW IN 0.027972027972
VB : 0.00125971026664
WP VB 0.0037037037037
PRP$ WP 0.00096215522771
WRB IN 0.0261153427639
EX DT 0.0513447432763
RP NN 0.0496894409938
WP DT 0.0296296296296
$ VBN 0.00974025974026
WDT NN 0.065130260521
HYPH WDT 0.00280112044818
HYPH ADD 0.00280112044818
POS CD 0.016348773842
-LRB- DT 0.0654936461388
. -RRB- 0.0068486543841
NNS VBN 0.0159104301709
JJ -RRB- 0.00334993987287
VBD `` 0.00586832935999
SYM <e> 0.0291262135922
EX RB 0.0171149144254
NNPS DT 0.00547445255474
'' MD 0.00838323353293
`` SYM 0.00579374275782
JJR . 0.0831826401447
JJR , 0.0415913200723
JJR RP 0.00361663652803
RBS CC 0.00913242009132
RBS CD 0.100456621005
JJR : 0.00361663652803
-LRB- VB 0.0312805474096
PRP$ HYPH 0.00096215522771
UH PRP 0.0554803788904
JJR <e> 0.00723327305606
, '' 0.01344517084
$ RB 0.00649350649351
VBD JJ 0.0649183935448
DT NNS 0.0807990989389
DT NNP 0.080147015235
: -LRB- 0.0152838427948
PRP GW 0.000245037980887
JJR CC 0.0361663652803
PRP IN 0.0441068365597
JJR CD 0.00723327305606
VB DT 0.19640982574
TO -LRB- 0.000599520383693
IN -RRB- 0.000433275563258
RBR PRP$ 0.0122699386503
VBD WP$ 0.000366770584999
CC VBD 0.0503703703704
TO TO 0.000599520383693
JJS CC 0.0161662817552
JJS CD 0.00923787528868
RB NNS 0.00404411764706
IN VB 0.000385133834007
NNS . 0.151915144372
RB NNP 0.00643382352941
WDT RB 0.0290581162325
PRP WRB 0.00334885240546
: UH 0.00655021834061
WP HYPH 0.00246913580247
VBG DT 0.180177514793
NNS TO 0.020624631703
PRP$ JJ 0.149454778704
NNS FW 0.00082498526812
`` UH 0.0208574739282
-LRB- JJR 0.00684261974585
CC AFX 0.000444444444444
PRP ADD 0.000163358653925
VBG VB 0.00118343195266
HYPH JJ 0.0980392156863
------Word Tags------
writings NNS
http://www.tecsoc.org/pubs/history/2002/apr26.htm ADD
yellow JJ
four CD
woods NNPS
hanging VBG,NN
woody NNP
counterintelligence NN
aggression NN
payoff NN
someplace NN
shura NN
pardon VB
granting VBG,NN
eligible JJ
electricity NN
1-800-991-9019 CD
according VBG,RB
inwards RB
lora GW,NNP
sinking VBG,NN
fy05 NN
fy04 NN
electoral JJ,NNP
kennels NNS
battles VBZ
propane NN
regional JJ
dell NNP
uofh NNP
fortier NNP
appropriation NN
equilon NNP
stabbed VBN,VBD
screaming VBG
disturb VB
shemin NNP
grueling JJ
obstruction NN
cashout NN
wednesday NNP
coventry NNP
jihad NN,NNP
48 CD
commented VBN
non-compete NN
guardsmen NNS
non-violent JJ
climb VB
charter NNP
tired JJ
miller NNP
cordially RB
bacon NNP
pulse NN
millet NN
tires NNS
elegant JJ
second NN,JJ,RB,NNP
advantaged JJ
49 CD
valiant JJ
consenting VBG
sailed VBD
scraped VBN
wilson NNP
admire VB
errors NNS
forgetting VBG
ruthless JJ
thunder NNP
do@enron_development ADD
sooners NNPS,NNP
fingers NNS
roadhouse NNP
usenet NNP
localized VBN
fossil NN
contributes VBZ
re-schedule VB
specialist JJ,NN
atef NNP
dispatched VBN
hero NN
felicia NNP
reporter NN
mailings NNS
interrupting VBG
brainwashed VBN
here VB,RBR,RB
herd NN
stojic NNP
chineze JJ
china NNP
dogwood NN
hers PRP
virtuoso NN
mccallum NNP
buddy VB,NN
substance NN
unwillingness NN
oxford NNP
k NNP,NN,CD
cookin' VBG
unfriendly JJ
reports VBZ,NNS
controversy NN
quesadillas NNS
i'd IN
karim NNP
military JJ,NN,NNP
climber NN
toowoomba NNP
rebel NN
criticism NN
appropriately RB
iis VBZ
carl NNP
wobblers NNS
remodeled VBN
explained VBN,VBD
http://www.nsrl.ttu.edu/chernobyl/wildlifepreserve.htm ADD
replace VB
brought VBN,VBD
unix NNP
spacewalks NNS
cocaine NNP
unit NN
<3 VBP
modernizing VBG
derivatives NNS
sexual JJ
dna NN
marketers NNS
waziristan NNP
<s> <s>
42 CD
explorers NNS
defanged VBN
osteos NN
music NN
therefore RB
passport NN
averaging VBG
strike VB,NN,NNP
a.k.a IN
until IN
wenatchee NNP
menaces NNS
paperwork NN
holy JJ,NNP
relax VB
successful JJ
benefiting VBG
hereby RB
feared VBN,VBD
yahoo NNP
hurt VB,VBN,VBD
99 CD,NNP
glass NN,NNP
seleznov NNP
expeditionary NNP
harmless JJ
lord NNP
jmb NNP
90 CD
hole NN
hold VB,VBP,NN
95 CD
94 CD
circumstances NNS
intake NN
locked VBN,VBD
katsof NNP
pursue VB
blade NN
plunged VBN
m.s. NNP
temperatures NNS
concepts NNS
malignant JJ
masterminds NNS
revenues VBZ,NNS
example NN
fumes NNS
protestants NNPS
august NNP
montgomery@enron ADD
omelets NNS
wang NN
hyatt NNP
household NN
artillery NN
organized VBN,JJ
dragons NNS
deer NNS
collaborate VBP
reviewing VBG
want VBZ,VB,VBP
counseling NN
pinto NNP
jure FW
absolute RB,JJ
preferably RB
provincial JJ
mcmuffin NNP
validity NN
complaining VBG
travel VB,VBP,NN,NNP
drying NN
damage NN
comedians NNS
machine NN
how WRB,NN
hot JJ,NNP
ellis NNP
hop VB
http://www.unitaryexecutive.net ADD
turk NNP
disgrace NN
preferable JJ
garments NNS
fanaticism NN
gaming VBG,NN,NNP
abstraction NN
supplied VBN
beauty NN
minimums NNS
haedicke NNP
1179 CD
connects VBZ
shores NNS
wrong JJ,RB,NN
p.o. NN
charleston NNP
sentencing NN
types NNS
tourism NN
512 CD
encircle VB
effective JJ,NNP
859-7187 CD
wins VBZ
youths NNS
revolt NN
headquarters NNS
signatories NNS
alias NN
18th JJ
ho NNP
keeps VBZ
communistic JJ
democratic JJ,NNP
nonsensical JJ
wing NN
wind VB,NN
wine NN
senators NNPS,NNS
feedback NN
welcomed VBN,VBD
dreamed VBN,VBD
sistani NNP
vary VB
http://www.world-nuclear.org/info/chernobyl/inf07.htm ADD
http://www.netpetshop.co.uk/p-19500-savic-chichi-2-chinchilla-rat-degu-ferret-cage.aspx ADD
alhaznawi NNP
barclays NNP
stockpiles NNS
fidelity NNP
journals NNS
madhlum NNP
fit VB,VBP,NN,JJ,VBD
phonies NNS
bringing VBG
fix VB
striking VBG
http://en.wikipedia.org/wiki/bullfighting ADD
survivors NNPS,NNS
distinguishing JJ
reachable JJ
hidden VBN,JJ,NNP
easier JJR,RBR
jihadis NNS
bethesda NNP
physiotherapists NNS
zoning NNP
educating VBG
effects NNPS,NNS
619-231-9449 CD
schools NNS
internally RB
township NN,NNP
comprised VBN
slats NNS
silver JJ,NN
saddened VBN
prize VB,NN,NNP
represents VBZ
ruth NNP
capricorn NNP
cftc NNP
transatlantic JJ,RB
garten NNP
interfering VBG
expectancy NN
pony's NNS
preceded VBD
whim NN
financial JJ,NNP
snakes NNS
garment NNP
allah NNP
bowls NNS
ak47's NNS
contracting NN
touched VBN
2,500 CD
hermeticism NNP
substantially RB
laboratory NNP
herbert NNP
whir VB
ring VB,NN
rt NNP
misfortune NN
drove VBP,VBD
rp NN
touts VBZ
oprah NNP
2301 CD
2300 CD
sms VB,NN
enviroment NN
tomorrow NN
re GW,VBP,IN
dsl NN,NNP
adapt VB
assignment NN
engineer NN
ri NNP
foundation NN
assured VBN,VBD
looting NN
jester NN
threatened VBN,JJ,NN,VBD
given VBN,NN
magickal JJ
sensory JJ
necessarily RB
elsewhere RB
packard NNP
sheet NN
sensors NNS
alert NN
substantiation NN
universally RB
chlorine NN
enormous JJ
ate VBN,VBD
birdie NN
shelves NNS
chiara NNP
atm RB
kashmir NNP
scruff NN
non-indians NNPS
shipped VBN,VBD
walmart NNP
eatting VBG
parked VBD
1970s NNS
kingdom NNP
r. NN,NNP
lewiston NNP
lazers NNS
nigel NNP
psychic JJ
palces NNS
wasp NN
reintroduced VBN
veggie NN
channels NNS
wash VB,VBP
seinfeld NNP
chevron NNP
177 CD
175 CD
wase VBD
170 CD
seizures NNS
households NNS
olds NNS
http://www.cruisecompete.com/specials/regions/world/1 ADD
ronn NNP
service NN,NNP
similarly RB
engagement NN
ncfa NNP
touting VBG
needed VBN,VBD
master GW,NN
caem NNP
milligan NNP
recent JJ
bitter JJ
ranging VBG
listen VB,VBP
conseguences NNPS
rewards NNS
collapse VB,NN
17h NN
haunt VB
snooty JJ
satisfaction NN
wisdom NN
rectified VBN
motionless JJ
mutilated VBN
corssing NN
unreachable JJ
reimbursable JJ
vba NNP
270 CD
trek NNP
skimmer NN
showed VBN,VBD
ukrops NNP
handcuffs NN
tree NN,NNP
rotorua NNP
shackleton NNP
nations NNPS,NNS,NNP
project VBP,NN,NNP
200,000,000,000 CD
idle JJ
absence NN
profitable JJ
bodyguards NNS
feeling VBG,NN
acquisition NN,NNP
unpaid JJ
http://www.guardian.co.uk/obituaries/story/0,3604,1371372,00.html ADD
willingness NN
hue NNP
runner NN
boston NNP
desisted JJ
politely RB
untrained JJ
referred VBN,VBD
shrubs NNS
03/04/2001 CD
extremist NN
paddled VBD
corns NNS
alive JJ
dozen NN
affairs NNS
cesar NNP
wholesome JJ
wed. NNP
concrete JJ,NN
climate NN,NNP
soaked VBN
nagged VBN
haste NN
asymmetric JJ
recommended VBN,JJ,VBD
causing VBG
amusing JJ
doors NNPS,NNS
grips NNS
weathertrade NNP
cannes NNP
transactions NNS
thrilled JJ
huh UH
object VBP,NN
wells NNP
swiss JJ
mouth NN
addict NN
letter GW,NN,NNP
visualizations NNS
delegate NN
macbook NNP
morality NN
bradford NNP
hut NNP
singer NNP
episode NN
murillo NNP
khattab NNP
professor NN,NNP
camp VB,NN,NNP
detectors NNS
passes VBZ,NNS
comp.sources.d NN
teco NNP
tech NN
fugitives NNS
leahy NNP
nineteenth JJ
pre-cut VBN
bateman NNP
came VBD
saying VBG,NN
cooking NN
bomb VB,NN
reactor NN
departing VBG
zacarias NNP
contributed VBN
meetings NNS
advisors NNS
teresa NNP
percell NNP
rampaged VBN
padded JJ
baja NN
reschedule VB
qaeda NNP
f*ck NN
participate VB
lethal JJ
11:23 CD
cheaply RB
thai JJ
lessons NNPS,NNS
orleans NNP
6/1/01 CD
busy JJ
clicked VBD
louise NNP
headline NN
menu NN
bust VB,VBD
appreciated VBN,VBD
rico NNP
bush NNPS,NNP
rick GW,NNP
rich JJ,NNP
rice NN,NNP
emphatically RB
plate NN
salespeople NN
4.5 CD
dhin UH
honda NNP
umbilical JJ
foremost JJ
pocket NN
‘ ``
reversal NN
haley NNP
midterms NNS
tips NNS
dream NN
layout NN
increasing VBG
avenger NN
fundamentalists NNS
nicely RB
sheltered VBN
boarder NN
t3i NN,NNP
dipping VBG
pretzel NN
eyelids NNS
polite NN,JJ
chromatograph NN
release VB,NN
atomic NNP
respond VB,VBP
blew VBD
leasing NNP
disaster NN
919819602175 CD
guerra NNP
sensitivity NN
niche NN
recruit VB
unexpectedly RB
result VB,NN
fail VB,VBP
resigned VBN
hammer NN,NNP
best RBS,JJS,NNP
suttle NNP
manson NNP
ambitions NNS
lots NNS
irs NNP
wikipedia NNP
pressures NNS
stamps NNS
score VB,VBP,NN
pre-killed JJ
imposingly RB
scorn NN
adnan GW,NNP
glasgow NNP
preserve VB
claws NNS
who's WP$
men NNS
nationwide RB,NNP
nature NN
bilbray NNP
ask VB,VBP,IN
http://www.caribbean-cruising.net ADD
authorizing VBG
http://www.speedtest.net/result/1155244347.png ADD
wtc NNP
mek NNP
extent NN
downgrade VB
carbon NN
tikrit NNP
accident NN,NNP
reported VBN,VBD
country NN
heating NN,NNP
edgar NNP
planned VBN,VBD
logic NN
login NN
argue VB,VBP
adapted VBN,VBD
asked VBN,VBD
lol UH
and CC,GW,DT,IN
vain JJ
2nd NN,JJ
!!!!!!!!!!!!!! .
cult NN
canyon NNP
blending VBG
pregnancy NN
253 CD
humming VBG
grazing VBG
ana NNP
signals VBZ,NNS
diagnosed VBN
295870 CD
angel NN
billing NN
triviality NN
holdings NNPS,NNS
fri NNP
rescoped VBN
fro IN
1251 CD
. ,,.
advert NN
extraction NN
much NN,RB,JJ
sommelier NN
104 CD
stadium NN
privilege NN
fry NNS,NN
105 CD
incompetent JJ
location NN
recessive JJ
life NN,NNP
profilers NNS
recomend VB
eastern JJ,NNP
hospitalized VBN
iraqiyah NNP
worker NN,NNP
362416 CD
enquiries NNS
snap NN,NNP
dave NNP
kids NNPS,NNS
phlox NN
cheveux NNP
doubts NNS
#'s NNS
linna NNP
spin NN
chill VB,JJ
vintaged VBN
contemplated VBN
administrative JJ
contingencies NNS
professionally RB
excited VBN,JJ
employ VB,VBP
calcium NN
viii NNP
frisco NNP
escalator NN
flooding NN
elaborate JJ
eaiser JJR
vulnerability NN
tzu NN
mid-may NNP
canoeing VBG
bio NN
to's NNS
conditioned VBD
obeying VBG
characterize VB
eighteen CD
upscale JJ
conditioner NN
expedited VBN
breakfast NN,NNP
trusted VBN,VBD
trustee NN
damaged VBN
emergency NN
things NNPS,NNS
memorable JJ
format NN
thievery NN
rebellion NN,NNP
fatal JJ
theeth NN
split VB,NNP,VBN,NN,VBD
babies NNPS,NNS
essg NNP
elliott NNP
demotion NN
70's NNS
fairly RB
boiled VBN
47,500 CD
chrysler NNP
marches NNPS,NNS
permit VB,NN
qualifications NNS
workforce NN
photographers NNS
funding VBG,NN
ownership NN
supper NNP
pioneers NNPS,NNS
tuna NN
suitable JJ
lucas NNP
intrusion NN
feagan NNP
litterarum NNP
vice-president NN
04:52 CD
alt.animals.horses.breeding NN
burgers NNS
sate VB
nachos NNS
kido NN
thinset NN
veteran NN
veils NNS
opinions NNS
provocation NN
dandenong NNP
sleeps VBZ
golden JJ,NN
ucas NNP
distribute VB
salafi NNP
fantastic JJ
???? .
disguise VB
financially RB
birmingham NNP
ucan NNP
gtcs NNS
plight NN
waht WP
succeeding VBG
previous JJ
hai NNP
enters VBZ
ham NN,NNP
dining VBG,NN
entery NN
ease NN
had VB,VBN,VBD
advancement NN
hay NN,NNP
mcnamara NNP
collections NNS
easy JJ
prison NN
enchilada NN
supervisor NN
east JJ,NN,RB,NNP
hat NN
unloading VBG,NN
torrance NNP
repition NN
municipal JJ
arakan JJ,NNP
nazareth NNP
posed VBN,VBD
possible JJ
drilling VBG,NN
possibly RB
birth NN
12:35 CD
shadow VB,NN
12:36 CD
6:00 CD
12:30 CD
12:33 CD
occurring VBG
desire NN
psychological JJ
uth's NNS
weekday NN
bobby NNP
remnant NN
remind VB
festivities NNS
steps NNS
sympathize VBP
battlefield NN
attorney NN,NNP
right JJ,NNP,NN,RB,UH
old NN,JJ
ole JJ,NN
crowd NN
people NNPS,NNS,NN
czech NNP
mosques NNS
begin VB,VBP
ta' UH
captive JJ
sure RB,UH,JJ
tajik NNP
multiple JJ
620-294-4000 CD
enemies NNS
fot IN
gasps VBZ
08:58 CD
for GW,CC,RB,IN
bottom JJ,NN
08:55 CD
daddy NN
08:50 CD
months NNS
foz NNP
creative JJ,NNP
11/8/00 CD
foe NN
individuals NNS
61,000,000,000 CD
umm UH
polluter NN
completly RB
theological JJ
unequipped JJ
energy NN,NNP
rep NN
dental JJ,NNP
01:09 CD
6,000 CD
marquez NNP
2009 CD
substituted VBN
shifting VBG,NN
evaporate VB
defensive JJ
losing VBG
brokerage NN
joule NNP
manufacturing VBG,NN
extreme JJ
shaken VBN
spoke VBD
stokes NNP
instructed VBN,VBD
predisposition NN
opossums NNS
gaze VB
dollars NNS
citizens NNS
bandar NNP
browse VB
despair NN
mimmy NNP
lacked VBD
palestinians NNPS
slightly RB
nixon NNP
flatbread NN
raised VBN,VBD
statements NNS
facility NN
alatorre@enron ADD
marshall NNP
honeymoon NN
mba NN
surounded VBD
son NN,NNP
administer VB
thankful JJ
beings NNS
seperates VBZ
raiser NN
sow VB
spores NNS
pairs NNS
shoots VBZ
reducing VBG
defendants NNS
1327 CD
12/27 CD
america NNP
fabric NN
support VB,VBP,NN
constantly RB
knowing VBG
answetred VBD
raped VBN
avail NN
sheraton NNP
http://www.thetruthseeker.co.uk/article.asp?id=4503 ADD
authorized VBN
moors NNS
greatness NN
resulted VBN,VBD
tele NN
jana NNP
pals NNS
launching VBG,NN
happy JJ
perfumes NNS
offer VB,VBP,NN
understandably RB
forming VBG
tigers NNPS
chiropractric NN
grrrrrrr UH
suffocate VB
hemisphere NN
verde NN
understandable JJ
robertson NNP
safeguard NN
nov. NNP
handily RB
misinform VB
genealogy NN
http://www.loveallpeople.org/theonereasonwhy.txt ADD
inside NN,RB,JJ,IN
herat NNP
bouncy JJ
devices NNS
mantar NNP
vanguard NNP
jan. NNP
nicest JJS
torturing VBG
smashed JJ
panels NNS
pricing GW,VBG,NN
passenger NN
juvenile NN
yelped VBN
liberal JJ,FW
mideast NNP
implications NNS
759933 CD
tournament NN
proven VBN
'' '',``
predominantly RB
gemini NNP
exist VB,VBP
accounting NN
', VBP
dealer NN,NNP
negotiations NNS
supporters NNS
protested VBD
nx1 NN
relay VB
nx3 NN
floor NN
glacier NNP
pale VBP
pre-made VBN
mustansiriyah NNP
cambodia NNP
epm NN
fuse NN
flood NN
warms VBZ
republic NN,NNP
ambitious JJ
brings VBZ
workpapers GW,NNS
jenkins NNP
developers NNS
smell VB,VBP
roll VB,NN,NNP
tame VB,JJ
ramadi NNP
intend VB,VBP
hurled VBN
iguazu NNP
models NNS
outage NN
literalist NN
http://www.mikegigi.com/meltmetl.htm ADD
transported VBN
sesame NN
co$t VB
'd MD,VBP,VBD
intent NN
modell NNP
rolling VBG,NNP
'n CC
'm VBP
hawker NNP
80's NNS
lamonica NNP
rockers NNPS
sniffed VBD
5.10 CD
tallulah NNP
citygate NNP
defamation NN
grandson NN
sean.cooper@elpaso.com ADD
time NN,NNP
push VB,VBP,NN
banners NNS
quantity NN
ul NNP
urinary JJ
:. NFP
pew NNP
:( NFP
:) UH,NFP
corps NN,NNP
whoever WP
reviewers NNS
02:18 CD
resources NNS
osu NNP
cannistaro NNP
theaters NNS
prognosis NN
skiing VBG
chair NN
midst NN
quartered VBN
hotheads NNS
92 CD
william NNP
epi NNP
leicester NNP
lara GW,NNP
occupations NNS
veterans NNPS,NNS
bogus JJ
recipient NN
downloading NN
icing NN
jerk NN
:d NFP
recipe NN
consolidation NN
olympus NNP
choice JJ,NN
gloomy JJ
bustle NN
16,900 CD
stays VBZ,NNS
exocet NNP
launchers NNS
corp. NNP
exact JJ,RB
minute NN
1701 CD
judaism NNP
staffs NNS,NN
tear VB
unify VB
ollie NNP
invade VB
leave VB,VBP,NN
solved VBN
settle VB,VBP
reclusive JJ
defaults NNS
team NN,NNP
loads NNS
succint JJ
prevent VB,VBP
deutsched NNP
accomplishment NN
occurrence NN
findings NNS
collage NN
trails GW
http://www.solutions.com/jump.jsp?itemid=1361&itemtype=product&path=1%2c3%2c477&iproductid=1361 ADD
southwestern JJ
parvovirus NNP
sign VB,NN
11:45 CD
bondad JJ,VBN,NN
crescent NNP
11:42 CD
hegemonic JJ
11:48 CD
